id,Predicted
0,1169913.2
1,1609420.5
2,1237732.2
3,716805.25
4,636458.0
5,685041.75
6,7381684.5
7,796613.25
8,383439.78
9,1595952.4
10,6065462.5
11,1583586.6
12,1538999.6
13,569837.0
14,1333291.1
15,2911677.5
16,661688.25
17,1475817.1
18,564539.0
19,428147.53
20,1702807.2
21,848547.5
22,1032262.25
23,2991609.0
24,1835050.0
25,674002.5
26,1701923.4
27,918775.5
28,13730650.0
29,494387.28
30,6822127.5
31,821734.0
32,797887.75
33,1835050.0
34,1540704.2
35,890761.75
36,672218.0
37,5761985.5
38,10738704.0
39,3772333.2
40,9192236.0
41,864329.25
42,616358.25
43,5728054.5
44,838286.5
45,648694.5
46,761518.0
47,1545040.9
48,510834.28
49,606041.0
50,586848.5
51,638906.5
52,1815034.2
53,9736159.0
54,8689771.0
55,576894.0
56,1512335.4
57,3346013.2
58,2373832.8
59,1561541.4
60,8945633.0
61,2526879.0
62,4047873.5
63,2035268.2
64,9736159.0
65,618292.25
66,677915.25
67,549101.0
68,715328.75
69,623466.25
70,669150.0
71,1583114.5
72,3443180.0
73,1736133.2
74,460399.78
75,467593.03
76,1462333.0
77,711357.0
78,1436815.4
79,686645.0
80,480893.03
81,1169913.2
82,6148503.5
83,1760396.0
84,3458265.2
85,4566457.5
86,1762295.6
87,9646627.0
88,642017.0
89,1862459.5
90,11401991.0
91,531924.5
92,1561782.0
93,8328730.5
94,1548322.2
95,833978.5
96,1314003.4
97,2744516.5
98,1235123.4
99,11402078.0
100,1295706.0
101,5389689.5
102,11374846.0
103,3577133.2
104,654431.25
105,2038573.4
106,13235697.0
107,1259787.8
108,2023264.8
109,624544.25
110,3626055.8
111,1609642.5
112,577392.5
113,3979035.2
114,1430900.0
115,761289.75
116,2225911.5
117,425731.03
118,2343308.2
119,1334519.5
120,4722603.0
121,10116613.0
122,692601.25
123,1760396.0
124,6417767.5
125,2984772.0
126,1560186.6
127,1640655.1
128,1342426.1
129,3571986.2
130,5951438.5
131,6238122.0
132,3354077.0
133,614284.25
134,12947745.0
135,2881175.2
136,1701923.4
137,1340473.1
138,587523.5
139,10621591.0
140,473554.53
141,4906258.0
142,2082872.9
143,697992.25
144,11860270.0
145,2714193.2
146,3247457.2
147,1020768.25
148,40087670.0
149,4167747.8
150,6873183.0
151,2393990.5
152,651297.75
153,1440845.5
154,4530411.5
155,3515284.2
156,4991064.5
157,1907686.6
158,3865022.5
159,1432768.8
160,788597.25
161,3290295.5
162,925131.25
163,728873.75
164,856486.75
165,421169.78
166,22383820.0
167,13509724.0
168,490883.53
169,1798777.4
170,9291465.0
171,1770945.5
172,1014085.4
173,8277120.5
174,4120399.5
175,473822.03
176,5452978.5
177,1108416.6
178,1280091.0
179,1906486.4
180,889745.25
181,8159341.0
182,312466.28
183,10899061.0
184,1314644.0
185,586678.0
186,1402240.0
187,2629556.5
188,3114688.5
189,1484225.2
190,2245214.0
191,1209162.8
192,836987.0
193,3614111.8
194,505384.53
195,3979035.2
196,814632.5
197,900449.5
198,1014085.4
199,9562793.0
200,907167.25
201,3007558.0
202,6024186.0
203,6023685.0
204,3949603.0
205,1567215.2
206,1596429.4
207,1517075.1
208,2080354.9
209,636818.25
210,2783327.8
211,4558886.5
212,435382.53
213,500520.78
214,2214818.8
215,1122705.8
216,1432768.8
217,677505.75
218,1988023.0
219,685022.25
220,1385078.0
221,425640.78
222,882262.25
223,7291302.0
224,1105700.6
225,813322.0
226,698746.0
227,900588.0
228,1439557.8
229,509213.03
230,739911.25
231,744340.0
232,1670707.0
233,5335761.0
234,6001938.0
235,1225428.4
236,2148157.2
237,7597052.5
238,9736159.0
239,1826955.5
240,1815034.2
241,1099041.2
242,3605470.2
243,737759.5
244,623066.5
245,1279572.6
246,8505678.0
247,835252.75
248,6682123.0
249,2393990.5
250,3680732.5
251,1913138.0
252,6399277.5
253,4500096.0
254,497550.28
255,7515784.0
256,6148503.5
257,4362615.0
258,969799.6
259,600960.25
260,3136725.2
261,1164922.0
262,5728054.5
263,664385.25
264,727686.25
265,852575.0
266,1558054.1
267,4345931.5
268,1014085.4
269,3617570.2
270,1878834.4
271,1802491.2
272,2157600.2
273,2449984.2
274,3221678.2
275,2340889.5
276,594356.0
277,7362654.5
278,440199.03
279,6140142.0
280,1647189.2
281,10409106.0
282,950770.6
283,700958.5
284,17808066.0
285,1431142.9
286,1867386.9
287,650445.25
288,12037874.0
289,9342822.0
290,1561541.4
291,776152.75
292,8553492.0
293,1484293.9
294,3615220.2
295,769727.5
296,2905695.2
297,631629.25
298,3034680.5
299,1971090.9
300,4334667.5
301,4345931.5
302,2038573.4
303,1983153.9
304,9127746.0
305,485020.28
306,2819220.8
307,6957588.5
308,11909937.0
309,3239490.2
310,13137491.0
311,791722.5
312,4220276.5
313,4867072.5
314,884349.25
315,3567720.0
