id,Predicted
0,1152424.5
1,1343267.2
2,1127560.4
3,755921.0
4,782892.0
5,696223.75
6,3932649.2
7,1049734.9
8,411027.53
9,1399066.0
10,5955713.0
11,1530700.2
12,1397390.4
13,474437.03
14,1331483.5
15,3246053.0
16,662104.25
17,1289056.8
18,579567.25
19,406963.53
20,1876850.5
21,800278.5
22,980391.6
23,2898903.8
24,1756104.4
25,949046.25
26,1650836.4
27,969325.75
28,11558231.0
29,405009.28
30,6764932.0
31,683559.5
32,683380.75
33,1933432.8
34,1412583.6
35,726890.25
36,820139.0
37,6037735.0
38,11690963.0
39,3863583.0
40,8458019.0
41,743532.0
42,660896.5
43,5950721.0
44,684812.5
45,618525.75
46,682780.25
47,1685280.5
48,348332.78
49,589883.25
50,444250.78
51,771639.75
52,1681223.5
53,9872099.0
54,8467475.0
55,656791.5
56,1371714.4
57,3489618.8
58,2444898.5
59,1603643.2
60,8830065.0
61,2444898.5
62,4184803.2
63,1807288.5
64,9872099.0
65,615700.0
66,649410.25
67,473525.53
68,696223.75
69,672816.25
70,557468.25
71,1415099.0
72,3780158.5
73,1673571.0
74,330805.28
75,435765.28
76,1202461.4
77,540966.25
78,1443582.4
79,576438.0
80,441938.53
81,1152424.5
82,6329124.0
83,1805947.6
84,3659826.0
85,4305460.5
86,1850899.9
87,10785241.0
88,672764.25
89,1970891.5
90,11170972.0
91,418172.03
92,1598267.4
93,8119641.0
94,1567460.6
95,852120.0
96,1366137.4
97,3059987.5
98,1115414.4
99,20018654.0
100,1335625.2
101,7979349.5
102,11070574.0
103,3580742.8
104,946351.0
105,2024878.2
106,13932712.0
107,1105922.6
108,1395692.0
109,622730.25
110,3595385.5
111,1759073.0
112,527488.75
113,3987457.0
114,1438360.1
115,734996.0
116,2057656.2
117,381755.03
118,2156261.8
119,1366137.4
120,5023145.0
121,10964858.0
122,700857.25
123,1704284.9
124,6512059.5
125,2660021.5
126,1603643.2
127,1646729.2
128,876933.0
129,3041082.8
130,6115624.0
131,6515788.0
132,3292082.8
133,530947.75
134,10592289.0
135,2088813.4
136,1650836.4
137,1548052.5
138,651040.0
139,10904315.0
140,328516.03
141,4941732.0
142,2097999.8
143,569527.75
144,11380956.0
145,2514971.8
146,3079788.5
147,864546.75
148,40544096.0
149,4279245.0
150,6862481.5
151,2407500.0
152,834115.5
153,1371610.8
154,4838679.5
155,3696740.2
156,4862348.0
157,1936854.4
158,3158342.2
159,1426474.6
160,892629.25
161,41690.28
162,725104.75
163,831190.25
164,752313.75
165,370855.03
166,26176984.0
167,15686095.0
168,477299.78
169,1676846.8
170,8789811.0
171,2285369.2
172,1021145.5
173,7904651.5
174,4310793.5
175,414504.28
176,5857648.5
177,1119416.9
178,1336986.6
179,1913719.9
180,1180383.4
181,8018747.5
182,332617.53
183,12040504.0
184,1036847.6
185,634450.5
186,1445218.2
187,2589527.8
188,3130351.0
189,1603676.4
190,2203085.2
191,1230630.9
192,798516.5
193,3811222.2
194,612987.75
195,3987457.0
196,822587.5
197,1063299.6
198,1021145.5
199,9574780.0
200,817906.25
201,2670275.8
202,6461145.0
203,6817769.5
204,3943471.0
205,1538182.2
206,1535317.8
207,1548423.1
208,2239175.2
209,713554.75
210,2816743.0
211,4532363.0
212,358414.03
213,403746.03
214,2402093.2
215,1064650.0
216,1426474.6
217,853013.75
218,2146808.5
219,703768.25
220,1418461.5
221,350026.78
222,900178.0
223,7865361.5
224,1356577.6
225,781462.5
226,576578.0
227,868388.25
228,1320334.1
229,427000.78
230,840927.25
231,888907.5
232,1785348.8
233,5397457.0
234,4769039.0
235,1400646.4
236,2152634.5
237,7714323.0
238,9872099.0
239,1923659.1
240,1858552.2
241,1038541.4
242,3506499.0
243,828976.25
244,711614.75
245,1235061.1
246,8422070.0
247,730802.0
248,6799994.0
249,2407500.0
250,3817657.2
251,2248826.0
252,6158321.5
253,4814793.0
254,649672.25
255,6947573.0
256,6329124.0
257,4589464.0
258,999077.25
259,669080.0
260,3583308.8
261,1166247.8
262,5950721.0
263,757318.0
264,580304.25
265,1014886.1
266,1464035.2
267,4230430.0
268,1021145.5
269,3947437.5
270,2007537.2
271,1893185.4
272,1661568.6
273,2142938.2
274,3235796.5
275,2798420.8
276,610968.0
277,8143557.5
278,308513.53
279,5814870.0
280,1711303.2
281,10204701.0
282,961550.75
283,475701.78
284,22627114.0
285,1440818.8
286,1675591.8
287,583492.25
288,19348926.0
289,9396502.0
290,1603643.2
291,482542.53
292,5929891.5
293,1383440.2
294,3742995.5
295,671419.5
296,2900964.8
297,714343.75
298,3070014.2
299,2018707.8
300,3986879.8
301,4230430.0
302,2024878.2
303,1672358.6
304,9067640.0
305,406232.28
306,5202002.0
307,7304772.0
308,6340733.5
309,3079788.5
310,7319017.0
311,865122.25
312,4049505.0
313,5354778.5
314,655280.0
315,3292082.8
316,2026201.1
317,2024878.2
318,796189.25
319,683176.25
320,823384.25
321,3070014.2
322,611646.0
323,3246053.0
324,1966620.1
325,4739086.0
326,698279.0
327,8826945.0
328,15264625.0
329,6059187.5
330,1909751.8
331,1589150.1
332,2143886.5
333,1742752.0
334,2143673.2
335,1239213.9
336,1502700.5
337,21589282.0
338,1502287.8
339,2547321.5
340,738275.75
341,21239322.0
342,649886.75
343,1567738.4
344,684816.25
345,893038.25
346,2279531.2
347,1909751.8
348,2343262.8
349,780887.0
350,1697605.9
351,580762.5
352,1698443.2
353,1382608.5
354,4671614.5
355,4421219.5
356,646157.0
357,405009.28
358,7192893.5
359,4649798.5
360,398221.53
361,956519.75
362,764213.75
363,1867740.1
364,1719014.2
365,775354.5
366,2407500.0
367,364128.53
368,4310779.5
369,1969597.4
370,3594580.2
371,731077.25
372,5547951.5
373,1603643.2
374,1995655.2
375,1214831.0
376,702753.0
377,2119089.5
378,1174931.0
379,2032661.8
380,2816743.0
381,826411.5
382,3572932.2
383,698134.75
384,807169.0
385,810426.5
386,1090337.8
387,381886.78
388,1842436.9
389,785291.25
390,4532363.0
391,2010135.5
392,3489618.8
393,3130351.0
394,23371438.0
395,620460.25
396,1909751.8
397,401190.28
398,3896708.8
399,399029.53
400,3514875.0
401,4625445.0
402,1296604.9
403,8482084.0
404,3246053.0
405,3660537.0
406,597086.5
407,672340.0
408,584726.75
409,570282.5
410,2292262.8
411,10400532.0
412,1020565.4
413,1979800.1
414,1488111.8
415,636537.75
416,1923659.1
417,2337614.8
418,4124910.5
419,8422070.0
420,7460536.0
421,428006.53
422,570898.25
423,657168.0
424,4189178.5
425,27370130.0
426,4046614.8
427,1630666.1
428,4897061.5
429,6490333.0
430,1337330.0
431,797479.0
432,719293.75
