id,Predicted
0,1262973.8
1,1553740.5
2,1412925.1
3,808385.75
4,857540.75
5,740061.5
6,5930099.0
7,1039603.5
8,490354.78
9,1708262.5
10,6679739.5
11,1815695.2
12,1545975.9
13,623515.0
14,1248931.9
15,3035844.5
16,736838.0
17,1591615.5
18,645779.0
19,493410.53
20,1846607.1
21,777405.0
22,1150259.2
23,2916802.0
24,1836414.4
25,847999.0
26,1709065.4
27,911794.5
28,10823333.0
29,505180.03
30,6691483.0
31,740061.5
32,843473.75
33,2057058.1
34,1392430.9
35,950356.4
36,843473.75
37,6385166.5
38,8373676.5
39,3613542.5
40,8758395.0
41,713873.25
42,714335.0
43,5435804.0
44,883257.75
45,609606.0
46,748916.75
47,1676276.9
48,543488.5
49,643359.0
50,511008.78
51,821265.75
52,1751279.5
53,10334524.0
54,6928586.5
55,714335.0
56,1285257.1
57,3522270.2
58,2602677.8
59,1488896.6
60,8836381.0
61,2610089.0
62,4106294.2
63,1953143.8
64,10334524.0
65,675069.75
66,690831.5
67,508474.53
68,740061.5
69,653178.0
70,653577.75
71,1537782.5
72,3622922.5
73,1741681.6
74,476944.78
75,542789.75
76,1188023.0
77,615213.25
78,1447224.1
79,666610.25
80,538159.5
81,1262973.8
82,6558439.5
83,1882572.6
84,2625432.5
85,4220806.0
86,1851764.2
87,10518236.0
88,740061.5
89,1935426.2
90,12868996.0
91,495419.28
92,1700354.9
93,8049246.5
94,1439656.0
95,783149.25
96,1228707.4
97,2910758.0
98,1374883.8
99,12625807.0
100,1441540.6
101,6612601.5
102,12159795.0
103,3524597.5
104,838006.5
105,1933725.9
106,11201055.0
107,1368000.5
108,1969884.0
109,733521.5
110,3662582.0
111,1686336.1
112,571539.25
113,3984034.2
114,1583859.6
115,735166.0
116,2790249.0
117,500245.53
118,2546000.0
119,1242382.2
120,6153278.5
121,11124121.0
122,713095.5
123,1797791.9
124,6120469.5
125,2829798.5
126,1488896.6
127,1577495.9
128,838692.75
129,2560799.0
130,5995029.5
131,6492311.5
132,3097230.8
133,653178.0
134,11276249.0
135,2382739.2
136,1709065.4
137,1707369.1
138,736838.0
139,10613345.0
140,584132.75
141,4020361.8
142,2017965.4
143,651536.0
144,11938548.0
145,2429630.5
146,3094541.8
147,807569.5
148,37944304.0
149,5274109.5
150,6547520.0
151,2301447.0
152,788742.75
153,1439476.9
154,5429024.0
155,3157888.0
156,5924175.0
157,2039827.0
158,3398250.2
159,1524605.1
160,1128815.5
161,2980980.2
162,774496.75
163,794202.5
164,755492.5
165,500245.53
166,23045044.0
167,16709061.0
168,547198.75
169,1584120.2
170,9415028.0
171,2264872.2
172,959616.6
173,8098825.0
174,4195339.5
175,531891.75
176,5969563.5
177,1361752.0
178,1258144.0
179,2014099.8
180,1488174.5
181,8120559.5
182,493734.53
183,11147030.0
184,1302184.0
185,819787.75
186,1540523.1
187,2669843.5
188,3516636.0
189,1603205.8
190,2054447.4
191,1428885.2
192,1021054.5
193,3574705.2
194,868208.25
195,3984034.2
196,909284.0
197,1053987.2
198,959616.6
199,8839907.0
200,1180347.4
201,2745768.5
202,5503503.0
203,5490846.5
204,3799716.5
205,1812299.5
206,1559903.4
207,1659461.8
208,2434697.8
209,743101.25
210,2730709.8
211,4278834.0
212,495312.78
213,492967.28
214,2288591.2
215,1141328.8
216,1524605.1
217,914286.25
218,2190572.8
219,752599.75
220,1505909.5
221,476944.78
222,885925.0
223,10437506.0
224,1321784.2
225,733553.0
226,660826.25
227,897627.25
228,1539279.4
229,511008.78
230,794202.5
231,900071.0
232,1706681.4
233,5532080.5
234,4124767.5
235,1509794.1
236,2117196.0
237,6266315.0
238,10334524.0
239,1962295.0
240,1875546.0
241,926596.0
242,3314107.0
243,823326.0
244,740061.5
245,1143131.4
246,8448990.0
247,760892.75
248,6797563.5
249,2301447.0
250,3622922.5
251,2065725.0
252,6558439.5
253,5527878.0
254,681216.5
255,8412357.0
256,6558439.5
257,5590396.0
258,1160749.0
259,740061.5
260,3643440.2
261,1287652.8
262,5435804.0
263,885844.5
264,671284.5
265,942871.75
266,1544299.1
267,4403335.5
268,959616.6
269,3622922.5
270,2284369.5
271,1877111.2
272,1766741.2
273,3273897.2
274,2859060.5
275,2796840.8
276,645779.0
277,7029160.0
278,452953.03
279,6295086.0
280,1554619.9
281,9166148.0
282,801282.0
283,606094.75
284,22700034.0
285,1709120.8
286,1650947.5
287,675069.75
288,15657356.0
289,10542548.0
290,1488896.6
291,561136.5
292,6783532.5
293,1740258.4
294,3700057.8
295,837302.25
296,2957962.5
297,757658.75
298,3403858.8
299,2017248.8
300,3863769.2
301,4403335.5
302,1933725.9
303,1686874.0
304,9490325.0
305,476944.78
306,5367179.5
307,7132434.5
308,5076873.0
309,3094541.8
310,10365308.0
311,794202.5
312,3975670.8
313,5474635.0
314,660826.25
315,3078989.8
316,1877131.4
317,1933725.9
318,839302.25
319,760430.5
320,812656.0
321,3373150.0
322,675069.75
323,3066553.2
324,1977065.2
325,4860558.0
326,657916.75
327,8627674.0
328,17009388.0
329,5454119.0
330,2055447.1
331,1695541.1
332,2178047.2
333,1728383.1
334,2357676.0
335,1429111.4
336,1537992.2
337,24364086.0
338,1430393.8
339,2495417.5
340,787853.75
341,25440524.0
342,671284.5
343,1547524.8
344,739453.5
345,845352.5
346,2045054.4
347,2055447.1
348,2135877.8
349,778405.0
350,2069136.8
351,657916.75
352,1577495.9
353,1632557.1
354,4575741.5
355,4328022.5
356,733521.5
357,505180.03
358,6591284.0
359,5924175.0
360,545529.5
361,1148408.6
362,788188.0
363,2138972.5
364,1733727.6
365,1013884.25
366,2301447.0
367,476944.78
368,2871459.8
369,3001247.5
370,3624754.0
371,823558.75
372,4438882.5
373,1488896.6
374,1998481.9
375,1143967.0
376,791259.0
377,2306543.2
378,1478707.9
379,2130506.0
380,2730709.8
381,831214.5
382,3147935.2
383,775641.25
384,775641.25
385,805830.25
386,1325825.2
387,475867.28
388,1753071.5
389,1009130.4
390,4278834.0
391,2089862.2
392,3522270.2
393,3516636.0
394,21411866.0
395,601211.25
396,2055447.1
397,492967.28
398,3886152.2
399,538592.0
400,3547083.8
401,5297285.0
402,1422885.5
403,8446883.0
404,3035844.5
405,3445804.5
406,671284.5
407,729220.75
408,643996.0
409,683497.0
410,2348573.5
411,12256722.0
412,1222280.0
413,2024223.2
414,1412353.4
415,716412.0
416,1954883.9
417,2023133.6
418,6155774.5
419,8448990.0
420,6737945.0
421,492967.28
422,577678.0
423,733521.5
424,3725916.5
425,23824814.0
426,4605019.5
427,1776812.5
428,5029504.0
429,6998192.5
430,1515792.5
431,788242.0
432,760046.75
433,1515388.1
434,1382553.0
435,1391847.9
436,2283823.8
437,7049434.5
438,4459199.0
439,2697125.8
440,728821.0
441,1337556.8
442,1568372.9
443,2489782.2
444,492967.28
445,5503503.0
446,1649353.2
447,8999707.0
448,2949613.8
449,2991479.5
450,3663391.5
451,1290969.4
452,6350166.0
453,1524605.1
454,1603205.8
455,740061.5
456,1583859.6
457,781766.75
458,2884527.0
459,515765.53
460,2138940.5
461,8257593.0
462,1420909.0
463,2792535.5
464,2107175.2
465,2796840.8
466,2669843.5
467,3879383.8
468,1925235.5
469,1262973.8
470,559851.5
471,711257.75
472,2323554.0
473,2077551.2
474,4319357.0
475,1441540.6
476,1567783.6
477,568004.25
478,4594865.5
479,1748700.2
480,3613542.5
481,4482233.5
482,1540523.1
483,1623974.8
